"League","Year","Season","Type","blueTeamTag","bResult","rResult","redTeamTag","gamelength","bInhibs","bDragons","bBarons","bHeralds","rInhibs","rDragons","rBarons","rHeralds","blueTop","blueTopChamp","blueJungle","blueJungleChamp","blueMiddle","blueMiddleChamp","blueADC","blueADCChamp","blueSupport","blueSupportChamp","redTop","redTopChamp","redJungle","redJungleChamp","redMiddle","redMiddleChamp","redADC","redADCChamp","redSupport","redSupportChamp","Address"
"CBLoL","2017","Spring","Season","ITZ","1","0","PNG","32","[[30.89, 'BOT_LANE'], [28.996, 'TOP_LANE']]","[[25.564, 'EARTH_DRAGON'], [19.21, 'FIRE_DRAGON']]","[[21.982], [29.382]]","[]","[]","[[12.444, 'AIR_DRAGON']]","[]","[]","Ayel","Maokai","Turtle","Rengar","Envy","Jayce","micaO","Jhin","Jockster","Malzahar","Mylon","Shen","SirT","Graves","Kami","Corki","Matsukaze","Varus","Loop","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/50461?gameHash=776eb5346fc7ffb4"
"CBLoL","2017","Spring","Season","PNG","0","1","ITZ","35","[]","[]","[]","[]","[[34.086, 'TOP_LANE']]","[[10.839, 'EARTH_DRAGON'], [17.471, 'AIR_DRAGON'], [30.854, 'AIR_DRAGON'], [23.77, 'AIR_DRAGON']]","[[31.559]]","[[18.771]]","Mylon","Shen","SirT","Ivern","Kami","Corki","Matsukaze","Varus","Loop","MissFortune","Ayel","Gangplank","Turtle","Khazix","Envy","Syndra","micaO","Jhin","Jockster","Malzahar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/50462?gameHash=7b1d24dd5d0ecfce"
"CBLoL","2017","Spring","Season","ITZ","1","0","KST","32","[[31.173, 'TOP_LANE']]","[[7.989, 'EARTH_DRAGON'], [29.009, 'EARTH_DRAGON']]","[[27.02]]","[]","[]","[[21.643, 'WATER_DRAGON'], [15.438, 'EARTH_DRAGON']]","[]","[]","Ayel","Darius","Turtle","Rengar","Envy","Zed","micaO","Ashe","Jockster","Karma","Yang","Maokai","Revolta","Khazix","takeshi","Leblanc","esA","Jhin","Ziriguidun","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/60081?gameHash=6e82bd397f5e91e2"
"CBLoL","2017","Spring","Season","KST","0","1","ITZ","29","[]","[]","[[20.726]]","[]","[[27.808, 'MID_LANE']]","[[22.208, 'WATER_DRAGON'], [9.563, 'FIRE_DRAGON'], [16.018, 'WATER_DRAGON']]","[]","[[18.483]]","Yang","Kennen","Revolta","Rengar","takeshi","Ryze","esA","Lucian","Ziriguidun","Braum","Ayel","Zed","Turtle","RekSai","Envy","Jayce","micaO","Jhin","Jockster","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/60092?gameHash=61e9b4e25778be1e"
"CBLoL","2017","Spring","Season","CNB","1","0","REM","53","[[46.753, 'MID_LANE'], [45.027, 'BOT_LANE'], [41.715, 'MID_LANE'], [51.916, 'MID_LANE']]","[[33.546, 'AIR_DRAGON'], [21.023, 'WATER_DRAGON'], [50.385, 'ELDER_DRAGON'], [40.005, 'ELDER_DRAGON'], [27.292, 'AIR_DRAGON']]","[[42.947]]","[]","[]","[[14.291, 'AIR_DRAGON']]","[]","[]","Lep","Maokai","Minerva","Graves","Tinowns","Jayce","pbO","Ezreal","Woswos","Karma","Thulz","Nautilus","4LaN","RekSai","Evrot","Syndra","Sarkis","Jhin","Cabuloso","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/60099?gameHash=aa7e6a08cd327275"
"CBLoL","2017","Spring","Season","REM","1","0","CNB","51","[[50.002, 'BOT_LANE'], [46.298, 'TOP_LANE'], [39.025, 'TOP_LANE'], [37.248, 'BOT_LANE'], [43.675, 'BOT_LANE'], [49.298, 'MID_LANE'], [41.621, 'MID_LANE']]","[[30.187, 'AIR_DRAGON'], [36.719, 'ELDER_DRAGON'], [46.945, 'ELDER_DRAGON'], [9.738, 'EARTH_DRAGON']]","[[29.461]]","[]","[]","[[16.114, 'EARTH_DRAGON'], [22.699, 'EARTH_DRAGON']]","[[38.216], [45.62]]","[]","Thulz","Poppy","4LaN","Graves","Evrot","Ryze","Sarkis","Jhin","Cabuloso","Nami","Lep","Camille","Minerva","Rengar","Tinowns","Taliyah","pbO","Ezreal","Woswos","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/60102?gameHash=5b0203580d1b8490"
"CBLoL","2017","Spring","Season","OPK","0","1","RED","31","[]","[[16.911, 'WATER_DRAGON']]","[]","[]","[[29.725, 'BOT_LANE'], [27.351, 'MID_LANE']]","[[23.095, 'WATER_DRAGON']]","[[26.577]]","[]","Aoshi","Swain","Ranger","Graves","dyNquedo","Cassiopeia","LUSKKA","Ezreal","BocaJunior","Malzahar","Robo","Shen","Nappon","Rengar","tockers","Syndra","brTT RX","Ashe","Dioud","MissFortune","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/60146?gameHash=df8a42829cebe639"
"CBLoL","2017","Spring","Season","RED","1","0","OPK","24","[[21.006, 'TOP_LANE'], [23.483, 'MID_LANE']]","[[9.55, 'FIRE_DRAGON'], [18.571, 'WATER_DRAGON']]","[]","[[19.629]]","[]","[]","[]","[]","Robo","Maokai","Nappon","Khazix","tockers","AurelionSol","brTT RX","Varus","Dioud","Karma","Aoshi","Renekton","Ranger","Rengar","dyNquedo","Ryze","LUSKKA","Caitlyn","BocaJunior","Nautilus","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/60147?gameHash=689b18e9f4d65990"
"CBLoL","2017","Spring","Season","PNG","1","0","KBM","47","[[42.343, 'MID_LANE']]","[[37.771, 'ELDER_DRAGON']]","[]","[]","[[31.952, 'BOT_LANE']]","[[17.24, 'WATER_DRAGON'], [30.576, 'FIRE_DRAGON'], [9.271, 'WATER_DRAGON'], [23.806, 'EARTH_DRAGON']]","[[36.85], [28.972]]","[]","Mylon","Rumble","SirT","RekSai","Kami","Camille","Matsukaze","Jhin","Loop","Karma","Zantins","Nautilus","Danagorn","Graves","Vash","Corki","TheFoxz","Varus","Riyev","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/60150?gameHash=0aef51a0dbe55dd0"
"CBLoL","2017","Spring","Season","KBM","0","1","PNG","33","[]","[]","[]","[]","[[30.25, 'TOP_LANE'], [29.592, 'MID_LANE']]","[[30.984, 'FIRE_DRAGON'], [18.329, 'FIRE_DRAGON'], [11.623, 'AIR_DRAGON'], [24.804, 'WATER_DRAGON']]","[[28.026]]","[]","Zantins","Rumble","Danagorn","Rengar","Vash","Orianna","TheFoxz","Jhin","Riyev","Karma","Mylon","Maokai","SirT","Khazix","Rakin","Ryze","Matsukaze","Varus","Loop","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/60156?gameHash=c6fa7c6fb5272b2c"
"CBLoL","2017","Spring","Season","PNG","1","0","RED","36","[[34.921, 'TOP_LANE'], [31.894, 'BOT_LANE']]","[[10.247, 'FIRE_DRAGON'], [31.031, 'EARTH_DRAGON'], [24.677, 'AIR_DRAGON']]","[[29.934]]","[]","[]","[[17.528, 'FIRE_DRAGON']]","[]","[]","Mylon","Rumble","SirT","Rengar","Kami","AurelionSol","Matsukaze","Varus","Loop","Thresh","Robo","Renekton","Nappon","Graves","tockers","Corki","brTT RX","Sivir","Dioud","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100070?gameHash=e991db1141e3a449"
"CBLoL","2017","Spring","Season","RED","1","0","PNG","50","[[45.982, 'BOT_LANE']]","[]","[[35.9]]","[[19.539]]","[[44.175, 'MID_LANE'], [45.808, 'TOP_LANE'], [38.791, 'MID_LANE'], [33.324, 'MID_LANE']]","[[38.281, 'ELDER_DRAGON'], [9.687, 'FIRE_DRAGON'], [17.755, 'WATER_DRAGON'], [24.896, 'EARTH_DRAGON'], [31.668, 'EARTH_DRAGON']]","[[43.765], [28.559]]","[]","Robo","Ekko","Nappon","Rengar","tockers","Syndra","brTT RX","Ziggs","Dioud","TahmKench","Mylon","Rumble","SirT","Graves","Kami","Ahri","Matsukaze","Ashe","Loop","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100072?gameHash=39492a263961999d"
"CBLoL","2017","Spring","Season","ITZ","1","0","OPK","34","[[32.42, 'BOT_LANE'], [30.556, 'MID_LANE']]","[[31.34, 'WATER_DRAGON'], [24.604, 'FIRE_DRAGON'], [11.198, 'WATER_DRAGON']]","[[29.762]]","[]","[]","[[17.827, 'WATER_DRAGON']]","[]","[]","Ayel","Nautilus","Turtle","Elise","Envy","Ahri","micaO","Varus","Jockster","Thresh","Aoshi","Poppy","Ranger","Khazix","dyNquedo","Syndra","LUSKKA","Sivir","BocaJunior","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100080?gameHash=eab634857ae83824"
"CBLoL","2017","Spring","Season","OPK","0","1","ITZ","36","[]","[[11.742, 'FIRE_DRAGON'], [17.987, 'AIR_DRAGON']]","[]","[]","[[32.63, 'BOT_LANE'], [29.143, 'MID_LANE'], [35.16, 'MID_LANE']]","[[31.039, 'AIR_DRAGON'], [24.667, 'FIRE_DRAGON']]","[[30.056], [20.694]]","[[10.967]]","Aoshi","Nautilus","Ranger","Rumble","dyNquedo","Jayce","LUSKKA","Jhin","BocaJunior","TahmKench","Ayel","Yorick","Turtle","Khazix","Envy","Syndra","micaO","Ashe","Jockster","Malzahar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100081?gameHash=e526f380996cf4e0"
"CBLoL","2017","Spring","Season","KBM","0","1","REM","37","[[11.599, 'BOT_LANE']]","[]","[]","[]","[[11.632, 'TOP_LANE'], [33.73, 'TOP_LANE'], [35.697, 'MID_LANE']]","[[25.626, 'AIR_DRAGON'], [19.519, 'AIR_DRAGON'], [32.415, 'WATER_DRAGON'], [13.354, 'FIRE_DRAGON']]","[[34.413]]","[[16.146]]","Zantins","Fiora","Danagorn","Elise","Titan","Cassiopeia","TheFoxz","Ashe","Riyev","Karma","Thulz","Renekton","4LaN","Graves","Evrot","Syndra","Sarkis","Jhin","Cabuloso","Nautilus","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/110155?gameHash=6dfc93b829cc1a33"
"CBLoL","2017","Spring","Season","REM","0","1","KBM","34","[]","[[21.597, 'AIR_DRAGON']]","[[28.068]]","[]","[[30.871, 'TOP_LANE'], [28.712, 'BOT_LANE']]","[[11.727, 'AIR_DRAGON'], [27.784, 'AIR_DRAGON']]","[]","[[18.843]]","Thulz","Jayce","4LaN","Elise","Evrot","Ekko","Sarkis","Ashe","Cabuloso","Thresh","Zantins","Irelia","Danagorn","Graves","Titan","Syndra","TheFoxz","Tristana","Riyev","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/110162?gameHash=5ade715a7dccba6e"
"CBLoL","2017","Spring","Season","CNB","0","1","KST","47","[]","[[10.609, 'EARTH_DRAGON'], [17.323, 'EARTH_DRAGON'], [24.737, 'FIRE_DRAGON']]","[[31.04]]","[]","[[38.641, 'MID_LANE'], [45.605, 'TOP_LANE'], [45.411, 'MID_LANE'], [45.263, 'BOT_LANE']]","[[31.021, 'FIRE_DRAGON'], [37.775, 'ELDER_DRAGON']]","[[44.686]]","[[18.66]]","Lep","Rumble","Minerva","RekSai","Tinowns","Taliyah","pbO","Jhin","Woswos","Zyra","Yang","Renekton","Revolta","Khazix","takeshi","Ekko","esA","Sivir","Ziriguidun","TahmKench","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/110172?gameHash=fb7c37c00bd18ea2"
"CBLoL","2017","Spring","Season","KST","0","1","CNB","47","[[34.484, 'TOP_LANE']]","[[32.775, 'WATER_DRAGON'], [19.855, 'FIRE_DRAGON']]","[[29.617], [38.651]]","[]","[[44.261, 'BOT_LANE'], [44.094, 'TOP_LANE'], [38.681, 'BOT_LANE']]","[[41.19, 'ELDER_DRAGON'], [26.596, 'FIRE_DRAGON'], [13.49, 'EARTH_DRAGON']]","[]","[[12.628]]","Yang","Renekton","Revolta","Khazix","takeshi","Cassiopeia","esA","Sivir","Ziriguidun","Nami","Lep","Fiora","Minerva","RekSai","Tinowns","Ryze","pbO","Jhin","Woswos","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/110174?gameHash=0ff43d0000d7eef4"
"CBLoL","2017","Spring","Season","KBM","0","1","ITZ","23","[]","[]","[]","[]","[[22.62, 'TOP_LANE'], [20.136, 'MID_LANE']]","[[18.586, 'AIR_DRAGON'], [11.287, 'FIRE_DRAGON']]","[[21.202]]","[[17.029]]","Zantins","Fiora","Danagorn","Graves","Titan","Ahri","TheFoxz","Jhin","Riyev","Karma","Ayel","Nautilus","Turtle","Khazix","Envy","Jayce","micaO","Ashe","Jockster","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100282?gameHash=2c496934d110a2b6"
"CBLoL","2017","Spring","Season","ITZ","1","0","KBM","31","[[28.3, 'BOT_LANE'], [28.458, 'TOP_LANE'], [30.118, 'MID_LANE']]","[[17.258, 'FIRE_DRAGON'], [10.776, 'FIRE_DRAGON'], [23.883, 'EARTH_DRAGON']]","[[28.94]]","[[15.666]]","[]","[]","[]","[]","Ayel","Camille","Turtle","LeeSin","Envy","Syndra","micaO","Ashe","Jockster","Malzahar","Zantins","Gragas","Danagorn","Rengar","Titan","Orianna","TheFoxz","KogMaw","Riyev","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100288?gameHash=2dc1214f4a2f2729"
"CBLoL","2017","Spring","Season","CNB","1","0","OPK","47","[[44.416, 'TOP_LANE']]","[[45.644, 'ELDER_DRAGON'], [35.744, 'EARTH_DRAGON'], [22.137, 'AIR_DRAGON']]","[[44.781]]","[]","[[43.367, 'MID_LANE']]","[[15.093, 'EARTH_DRAGON'], [28.237, 'WATER_DRAGON']]","[[37.086]]","[]","Lep","Nautilus","Yampi","Khazix","Tinowns","Jayce","pbO","Jhin","Woswos","Lulu","Aoshi","Gragas","Ranger","Graves","dyNquedo","Syndra","LUSKKA","Ashe","BocaJunior","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100293?gameHash=ad1ee3b1a2d0e1fb"
"CBLoL","2017","Spring","Season","OPK","1","0","CNB","33","[[31.387, 'BOT_LANE'], [29.152, 'MID_LANE'], [32.42, 'TOP_LANE']]","[[15.108, 'EARTH_DRAGON'], [28.25, 'WATER_DRAGON'], [8.617, 'WATER_DRAGON']]","[[28.618]]","[]","[]","[[22.03, 'WATER_DRAGON']]","[]","[]","Aoshi","Poppy","Ranger","Gragas","dyNquedo","Cassiopeia","LUSKKA","Ashe","BocaJunior","Karma","Lep","Nautilus","Yampi","Khazix","Tinowns","Ryze","pbO","Ezreal","Woswos","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100298?gameHash=66cca68ec2d0f02a"
"CBLoL","2017","Spring","Season","PNG","1","0","REM","57","[[40.914, 'BOT_LANE'], [54.311, 'TOP_LANE'], [53.241, 'MID_LANE'], [32.714, 'MID_LANE'], [53.354, 'BOT_LANE'], [38.713, 'MID_LANE']]","[[25.425, 'EARTH_DRAGON'], [52.346, 'ELDER_DRAGON'], [12.495, 'EARTH_DRAGON'], [31.718, 'FIRE_DRAGON']]","[[48.762]]","[]","[[48.165, 'MID_LANE']]","[[42.136, 'ELDER_DRAGON'], [18.94, 'EARTH_DRAGON']]","[[39.953]]","[]","Mylon","Nautilus","SirT","Rengar","Kami","Jayce","Matsukaze","Ezreal","Loop","Karma","Thulz","Poppy","4LaN","Khazix","Evrot","Ahri","Sarkis","Jhin","Cabuloso","Malzahar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100362?gameHash=6e84230ce5f7b226"
"CBLoL","2017","Spring","Season","REM","0","1","PNG","30","[]","[[11.841, 'WATER_DRAGON'], [19.052, 'EARTH_DRAGON']]","[]","[]","[[25.969, 'MID_LANE'], [28.79, 'BOT_LANE']]","[[25.917, 'FIRE_DRAGON']]","[[27.43]]","[]","Thulz","Nautilus","4LaN","Khazix","Evrot","Cassiopeia","Sarkis","Ashe","Cabuloso","Karma","Mylon","Gragas","Tay","Elise","Rakin","Zilean","Matsukaze","Jhin","Loop","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100365?gameHash=575c9b80c92a7e6a"
"CBLoL","2017","Spring","Season","KST","1","0","RED","40","[[33.631, 'MID_LANE'], [39.051, 'MID_LANE'], [38.694, 'BOT_LANE'], [33.928, 'TOP_LANE'], [39.425, 'TOP_LANE']]","[[13.045, 'FIRE_DRAGON'], [19.637, 'WATER_DRAGON'], [32.935, 'WATER_DRAGON']]","[[36.536], [29.083]]","[]","[]","[[26.642, 'WATER_DRAGON']]","[]","[]","Yang","Renekton","Revolta","Rengar","takeshi","Ahri","esA","Ezreal","Ziriguidun","Zyra","Robo","Rumble","Nappon","Ivern","tockers","Ryze","brTT RX","Caitlyn","Dioud","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100370?gameHash=17b9d4140efa2cd7"
"CBLoL","2017","Spring","Season","RED","0","1","KST","71","[[48.598, 'BOT_LANE'], [54.027, 'BOT_LANE'], [56.71, 'MID_LANE'], [36.654, 'MID_LANE']]","[[47.031, 'ELDER_DRAGON'], [30.363, 'EARTH_DRAGON']]","[[45.55], [53.561]]","[]","[[63.957, 'BOT_LANE'], [70.102, 'BOT_LANE'], [70.029, 'TOP_LANE'], [64.198, 'MID_LANE']]","[[59.372, 'ELDER_DRAGON'], [23.362, 'AIR_DRAGON'], [17.197, 'WATER_DRAGON'], [8.731, 'AIR_DRAGON']]","[[60.733], [67.942]]","[[18.919]]","Robo","Rumble","Nappon","Khazix","tockers","Zilean","brTT RX","Ezreal","Dioud","Nami","Yang","Gnar","Revolta","Elise","takeshi","Orianna","esA","Ashe","Ziriguidun","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/100375?gameHash=a14990ba1e6d06ac"
"CBLoL","2017","Spring","Playoffs","KST","1","0","ITZ","37","[[32.097, 'MID_LANE']]","[[8.673, 'AIR_DRAGON'], [30.149, 'EARTH_DRAGON']]","[]","[]","[]","[[23.572, 'AIR_DRAGON'], [16.805, 'FIRE_DRAGON']]","[]","[]","Yang","Gragas","Revolta","Graves","takeshi","Ahri","esA","Varus","Ziriguidun","Karma","Ayel","Maokai","Turtle","LeeSin","Envy","Jayce","micaO","Jhin","Jockster","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/130228?gameHash=9742ac23f04b5fe6"
"CBLoL","2017","Spring","Playoffs","ITZ","0","1","KST","52","[]","[]","[]","[]","[[38.735, 'MID_LANE'], [50.366, 'BOT_LANE'], [42.754, 'BOT_LANE']]","[[17.462, 'AIR_DRAGON'], [40.959, 'ELDER_DRAGON'], [29.974, 'WATER_DRAGON'], [23.733, 'WATER_DRAGON']]","[[39.605], [26.365], [47.037]]","[]","Ayel","Nautilus","Turtle","LeeSin","Envy","Orianna","micaO","Ezreal","Jockster","Zyra","Yang","Renekton","Revolta","Elise","takeshi","Syndra","esA","Jhin","Ziriguidun","Malzahar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/130229?gameHash=6f22876a49150320"
"CBLoL","2017","Spring","Playoffs","KST","0","1","ITZ","45","[[34.127, 'MID_LANE']]","[[21.296, 'FIRE_DRAGON'], [15.047, 'EARTH_DRAGON']]","[]","[]","[[44.53, 'BOT_LANE'], [31.301, 'MID_LANE'], [33.548, 'BOT_LANE']]","[[28.135, 'EARTH_DRAGON'], [8.839, 'FIRE_DRAGON'], [34.815, 'AIR_DRAGON'], [42.822, 'ELDER_DRAGON']]","[[37.117], [29.56], [44.354]]","[[15.683]]","Yang","Gragas","Revolta","Khazix","takeshi","Orianna","esA","Varus","Ziriguidun","Karma","Ayel","Fiora","Turtle","LeeSin","Envy","Jayce","micaO","Jhin","Jockster","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/130232?gameHash=ca4abfa17927c848"
"CBLoL","2017","Spring","Playoffs","ITZ","0","1","KST","29","[]","[]","[]","[]","[[25.67, 'MID_LANE'], [28.076, 'TOP_LANE']]","[[9.372, 'FIRE_DRAGON'], [26.039, 'WATER_DRAGON'], [16.812, 'FIRE_DRAGON']]","[[24.955]]","[]","Ayel","Nautilus","Turtle","Ivern","Envy","Ahri","micaO","KogMaw","Jockster","Malzahar","Yang","Maokai","Revolta","LeeSin","takeshi","Syndra","esA","Caitlyn","Ziriguidun","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/130233?gameHash=46677cd3e6de2733"
"CBLoL","2017","Spring","Playoffs","PNG","0","1","RED","34","[]","[]","[]","[]","[[28.534, 'MID_LANE'], [28.357, 'BOT_LANE'], [30.605, 'TOP_LANE']]","[[16.034, 'EARTH_DRAGON'], [9.701, 'WATER_DRAGON'], [29.319, 'FIRE_DRAGON'], [22.41, 'EARTH_DRAGON']]","[[25.446], [32.58]]","[]","Mylon","Maokai","SirT","LeeSin","Kami","Orianna","Matsukaze","Jhin","Loop","TahmKench","Robo","Shen","Nappon","Khazix","YoDa SL","Ahri","brTT RX","Ashe","Dioud","Malzahar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/120306?gameHash=8f96622ef6e29ecc"
"CBLoL","2017","Spring","Playoffs","PNG","1","0","RED","32","[[29.378, 'BOT_LANE'], [30.656, 'MID_LANE']]","[[29.765, 'FIRE_DRAGON'], [23.425, 'FIRE_DRAGON'], [17.205, 'WATER_DRAGON']]","[[27.443]]","[]","[]","[]","[]","[]","Mylon","Nautilus","SirT","Rengar","Kami","Ekko","Matsukaze","Varus","Loop","Lulu","Robo","Maokai","Nappon","Khazix","YoDa SL","Leblanc","brTT RX","Caitlyn","Dioud","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/120309?gameHash=4923280308c1e9b4"
"CBLoL","2017","Spring","Playoffs","PNG","0","1","RED","34","[]","[]","[]","[]","[[33.123, 'BOT_LANE']]","[[13.151, 'WATER_DRAGON'], [27.784, 'EARTH_DRAGON'], [21.227, 'AIR_DRAGON']]","[[28.504]]","[]","Mylon","Poppy","SirT","Elise","Kami","Katarina","Matsukaze","Ezreal","Loop","Lulu","Robo","Gragas","Nappon","Khazix","YoDa SL","Kassadin","brTT RX","Ashe","Dioud","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/120310?gameHash=7463f501f18273ce"
"CBLoL","2017","Spring","Playoffs","RED","1","0","PNG","35","[[33.576, 'TOP_LANE'], [32.034, 'MID_LANE']]","[[19.654, 'FIRE_DRAGON']]","[[28.935]]","[]","[]","[[25.996, 'WATER_DRAGON'], [32.854, 'FIRE_DRAGON'], [12.875, 'WATER_DRAGON']]","[]","[]","Robo","Shen","Nappon","Khazix","YoDa SL","Ahri","brTT RX","Ashe","Dioud","Nami","Mylon","Renekton","SirT","Rengar","Kami","Cassiopeia","Matsukaze","Jhin","Loop","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/120311?gameHash=18c880ab53d1e98c"
"CBLoL","2017","Spring","Playoffs","KST","0","1","RED","39","[]","[[24.743, 'AIR_DRAGON']]","[]","[]","[[36.571, 'MID_LANE'], [38.062, 'TOP_LANE'], [36.406, 'BOT_LANE']]","[[9.591, 'FIRE_DRAGON'], [31.309, 'FIRE_DRAGON']]","[[34.712], [24.689]]","[]","Yang","Maokai","Revolta","Olaf","takeshi","Orianna","esA","Ashe","Ziriguidun","Karma","Robo","Nautilus","Nappon","Elise","YoDa SL","Ahri","brTT RX","KogMaw","Dioud","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/130248?gameHash=dda213ad7d5e9ce8"
"CBLoL","2017","Spring","Playoffs","KST","0","1","RED","36","[]","[[8.916, 'WATER_DRAGON'], [15.258, 'EARTH_DRAGON']]","[[32.339]]","[]","[[33.16, 'MID_LANE'], [33.267, 'TOP_LANE'], [31.504, 'BOT_LANE']]","[]","[]","[[14.137]]","Yang","Rumble","Revolta","LeeSin","takeshi","Leblanc","esA","Ashe","Ziriguidun","Karma","Robo","Fizz","Nappon","Khazix","tockers","Cassiopeia","Sacy","Lucian","Dioud","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/130249?gameHash=622068c90904b1f9"
"CBLoL","2017","Spring","Playoffs","KST","0","1","RED","40","[]","[]","[]","[]","[[38.966, 'TOP_LANE'], [38.801, 'MID_LANE'], [32.762, 'MID_LANE'], [33.321, 'TOP_LANE']]","[]","[[37.072], [29.836]]","[]","Yang","Gragas","Revolta","LeeSin","takeshi","Ekko","esA","Caitlyn","Ziriguidun","Lulu","Robo","Maokai","Nappon","Elise","tockers","Syndra","Sacy","Varus","Dioud","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT04/130251?gameHash=56e875fa76c5769e"
"CBLoL","2017","Summer","Season","RED","1","0","PNG","42","[[40.607, 'BOT_LANE'], [30.17, 'MID_LANE'], [36.115, 'MID_LANE'], [36.269, 'TOP_LANE']]","[[33.397, 'AIR_DRAGON']]","[[38.165]]","[[14.892]]","[[37.632, 'BOT_LANE']]","[[20.101, 'WATER_DRAGON'], [27.127, 'AIR_DRAGON'], [13.075, 'AIR_DRAGON']]","[[29.448]]","[]","Robo","Gragas","Nappon","Zac","tockers","Syndra","brTT RX","Jinx","Dioud","TahmKench","Mylon","Kennen","Tay","Nidalee","Kami","Vladimir","Matsukaze","Caitlyn","Loop","Galio","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/210235?gameHash=da53d1cf5d898737"
"CBLoL","2017","Summer","Season","PNG","0","1","RED","34","[[31.06, 'BOT_LANE']]","[[16.336, 'FIRE_DRAGON'], [29.395, 'EARTH_DRAGON'], [23.271, 'FIRE_DRAGON']]","[]","[[11.984]]","[[30.962, 'TOP_LANE'], [28.37, 'BOT_LANE']]","[[9.733, 'FIRE_DRAGON']]","[[24.737], [32.304]]","[]","Mylon","Kennen","Tay","Elise","Kami","Ahri","Matsukaze","Ashe","Loop","Thresh","Robo","Galio","Nappon","LeeSin","tockers","Orianna","Sacy","Xayah","Dioud","Rakan","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/210243?gameHash=3f1e99ba92516368"
"CBLoL","2017","Summer","Season","TSW","0","1","PRG","26","[]","[]","[]","[]","[[21.685, 'TOP_LANE']]","[[19.137, 'EARTH_DRAGON'], [12.146, 'WATER_DRAGON']]","[[23.982]]","[[18.366]]","b4dd","Galio","Ferchu","Ivern","Krastyel","Cassiopeia","DudsTheBoy","Varus","Ceos","Karma","SkyBart","Rumble","Ranger","LeeSin","Goku","Leblanc","LUSKKA","Twitch","Professor","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/210245?gameHash=c36a3484fa53d7a1"
