"League","Year","Season","Type","blueTeamTag","bResult","rResult","redTeamTag","gamelength","bInhibs","bDragons","bBarons","bHeralds","rInhibs","rDragons","rBarons","rHeralds","blueTop","blueTopChamp","blueJungle","blueJungleChamp","blueMiddle","blueMiddleChamp","blueADC","blueADCChamp","blueSupport","blueSupportChamp","redTop","redTopChamp","redJungle","redJungleChamp","redMiddle","redMiddleChamp","redADC","redADCChamp","redSupport","redSupportChamp","Address"
"CBLoL","2016","Spring","Season","PNG","1","0","ITZ","32","[[31.295, 'MID_LANE']]","[[23.425, None], [9.174, None]]","[]","[]","[]","[[17.043, None], [29.549, None]]","[]","[[11.793]]","Mylon","Malphite","SirT","Rengar","Kami","Lulu","brTT RX","Lucian","Picoca","Braum","Yang","Fiora","Revolta","Elise","tockers","Kassadin","micaO","Kalista","Jockster","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1200071?gameHash=6a45eae43b2cf29c"
"CBLoL","2016","Spring","Season","ITZ","1","0","PNG","29","[[28.314, 'TOP_LANE']]","[[11.145, None], [23.57, None], [17.338, None]]","[[26.456]]","[]","[]","[]","[]","[[17.314]]","Yang","Ryze","Revolta","Trundle","tockers","Leblanc","micaO","Kalista","Jockster","Thresh","Mylon","Kassadin","SirT","RekSai","Kami","Zyra","brTT RX","Ezreal","Picoca","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1200074?gameHash=c5b8c03b72826c7d"
"CBLoL","2016","Spring","Season","CNB","0","1","OPK","74","[[68.77, 'TOP_LANE'], [56.401, 'BOT_LANE'], [68.522, 'BOT_LANE'], [56.445, 'TOP_LANE'], [64.005, 'MID_LANE']]","[[65.996, None], [46.478, None], [59.896, None], [32.305, None], [38.477, None]]","[[35.169], [51.517], [58.857]]","[[13.724]]","[[72.995, 'MID_LANE']]","[[11.455, None], [24.909, None], [72.693, None], [53.617, None], [17.948, None]]","[[66.202]]","[]","Aoshi","DrMundo","Nappon","RekSai","YoDa SL","Ezreal","pbO","Corki","Wos","Trundle","SkyBart","Lissandra","Zuao","Elise","Goku","Viktor","Theusma","MissFortune","Professor","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1190108?gameHash=e3f28a4e5a7174b1"
"CBLoL","2016","Spring","Season","OPK","1","0","CNB","43","[[39.609, 'MID_LANE']]","[[38.664, None]]","[[37.343], [27.713]]","[]","[[32.121, 'MID_LANE']]","[[12.174, None], [25.172, None], [18.924, None], [32.53, None]]","[]","[[17.98]]","SkyBart","Ryze","Zuao","Ekko","Goku","Lulu","Theusma","Lucian","Professor","Poppy","Aoshi","Olaf","Nappon","Elise","YoDa SL","Azir","pbO","Tristana","Wos","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1200092?gameHash=b555426c35bdf4ac"
"CBLoL","2016","Spring","Season","VFK","1","0","g3x","45","[[42.94, 'MID_LANE'], [28.09, 'MID_LANE'], [41.483, 'TOP_LANE'], [37.478, 'MID_LANE']]","[[35.791, None], [42.327, None], [16.793, None], [23.309, None]]","[[37.063]]","[[19.009]]","[]","[[29.639, None]]","[[27.283]]","[]","Robo","TahmKench","Turtle","RekSai","takeshi","Lissandra","esA","Tristana","Baiano","Alistar","Zantins","Fiora","Snowlz","Elise","TaeYeon","Morgana","Skyer","Ezreal","Alocs","Trundle","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1190126?gameHash=25db80fe8f831a57"
"CBLoL","2016","Spring","Season","KBM","0","1","RED","45","[]","[[24.614, None], [17.933, None]]","[]","[]","[[42.322, 'BOT_LANE'], [40.823, 'TOP_LANE'], [34.352, 'BOT_LANE'], [30.428, 'TOP_LANE']]","[[11.011, None], [37.961, None], [31.796, None]]","[[34.281]]","[[12.126]]","LEP","Lulu","Minerva","Gragas","tinowns","Viktor","Matsukaze","MissFortune","Ziriguidun","Alistar","Ayel","Zed","Caos","DrMundo","Brucer","Lissandra","SacyR","Tristana","Eryon","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1200148?gameHash=204626fb0e753477"
"CBLoL","2016","Spring","Season","RED","0","1","KBM","25","[]","[[12.408, None]]","[]","[]","[[24.118, 'TOP_LANE'], [20.428, 'BOT_LANE']]","[]","[[23.262]]","[[17.308], [11.677]]","Ayel","Fiora","Caos","Trundle","Brucer","Viktor","SacyR","Tristana","Eryon","Alistar","LEP","Lissandra","Minerva","RekSai","tinowns","Leblanc","Matsukaze","Kalista","Ziriguidun","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1190142?gameHash=966761ce543ea7f1"
"CBLoL","2016","Spring","Season","RED","0","1","ITZ","45","[]","[]","[]","[]","[[33.505, 'TOP_LANE'], [43.919, 'MID_LANE']]","[[30.577, None], [15.977, None], [24.437, None], [36.799, None]]","[[32.435]]","[[12.029], [18.457]]","Ayel","Olaf","Caos","Elise","Brucer","Lulu","SacyR","Twitch","Eryon","TahmKench","Yang","Ryze","Revolta","RekSai","tockers","Corki","micaO","Lucian","Jockster","Poppy","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1210045?gameHash=cbb08c0af03d36eb"
"CBLoL","2016","Spring","Season","ITZ","1","0","RED","41","[[39.083, 'MID_LANE'], [40.517, 'BOT_LANE']]","[[14.374, None], [28.269, None]]","[[38.431]]","[]","[]","[[21.74, None], [34.518, None]]","[[29.126]]","[[18.865], [11.933]]","Yang","Ryze","Revolta","Elise","tockers","Corki","micaO","Lucian","Jockster","Alistar","Ayel","Riven","Caos","Graves","Brucer","Morgana","SacyR","Kalista","Eryon","Trundle","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220034?gameHash=2961d1bade54b509"
"CBLoL","2016","Spring","Season","VFK","1","0","CNB","47","[[33.798, 'MID_LANE'], [45.808, 'MID_LANE']]","[[11.357, None], [31.9, None], [25.459, None]]","[]","[]","[[42.678, 'MID_LANE']]","[[38.855, None], [18.086, None]]","[[33.251]]","[]","Robo","Poppy","Turtle","Elise","takeshi","Leblanc","esA","Corki","Baiano","Morgana","Aoshi","Fiora","Nappon","RekSai","YoDa SL","Cassiopeia","pbO","Kalista","Wos","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220047?gameHash=e0b6836b8a288160"
"CBLoL","2016","Spring","Season","CNB","0","1","VFK","34","[]","[]","[]","[[14.858]]","[[24.597, 'MID_LANE'], [30.873, 'BOT_LANE'], [30.728, 'MID_LANE'], [30.925, 'TOP_LANE']]","[[14.28, None], [28.161, None], [20.506, None]]","[[32.297]]","[]","Aoshi","Lissandra","Nappon","Elise","YoDa SL","Leblanc","pbO","Lucian","Wos","Braum","Robo","Poppy","Turtle","RekSai","takeshi","Kassadin","esA","Corki","Baiano","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1210072?gameHash=26acecfbe8cd67ad"
"CBLoL","2016","Spring","Season","OPK","0","1","g3x","33","[]","[]","[]","[]","[[30.242, 'TOP_LANE']]","[[20.414, None], [28.292, None]]","[[24.684]]","[]","SkyBart","Graves","Zuao","Elise","Goku","Corki","Theusma","Lucian","Professor","Braum","Zantins","Poppy","Snowlz","Nidalee","TaeYeon","Varus","Skyer","Kalista","Alocs","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220089?gameHash=ca3e9df573e33104"
"CBLoL","2016","Spring","Season","g3x","0","1","OPK","55","[]","[[26.723, None], [33.576, None]]","[]","[]","[[51.287, 'MID_LANE'], [50.909, 'BOT_LANE']]","[[40.171, None], [20.319, None], [13.554, None], [47.061, None]]","[[38.048]]","[[15.656]]","Zantins","Renekton","Snowlz","Elise","TaeYeon","Leblanc","Skyer","Tristana","Alocs","Alistar","SkyBart","Fiora","Zuao","LeeSin","Goku","Morgana","Theusma","Kalista","Professor","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220090?gameHash=148c2c21ee7ce4fe"
"CBLoL","2016","Spring","Season","PNG","1","0","KBM","50","[[45.941, 'TOP_LANE']]","[[36.673, None], [43.017, None], [15.846, None], [8.584, None], [29.645, None]]","[[43.784]]","[[14.196]]","[]","[[22.35, None]]","[]","[]","Mylon","Gnar","SirT","RekSai","Kami","Ryze","brTT RX","Lucian","Picoca","Braum","LEP","Lissandra","Minerva","Elise","tinowns","Varus","Matsukaze","Ezreal","Ziriguidun","Trundle","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220099?gameHash=77c0c5c8e2a31722"
"CBLoL","2016","Spring","Season","KBM","0","1","PNG","57","[[51.213, 'MID_LANE'], [34.639, 'MID_LANE'], [47.833, 'BOT_LANE']]","[[19.191, None], [45.605, None]]","[[46.123]]","[[17.18]]","[[55.879, 'MID_LANE'], [53.138, 'TOP_LANE']]","[[25.312, None], [32.892, None], [8.761, None], [51.782, None], [39.225, None]]","[[32.218], [53.51]]","[]","LEP","Nautilus","Minerva","Graves","tinowns","Lulu","Matsukaze","Tristana","Ziriguidun","Alistar","Mylon","Gnar","SirT","RekSai","Kami","Viktor","brTT RX","Lucian","Picoca","Trundle","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1210124?gameHash=e6fa9894e40bbe80"
"CBLoL","2016","Spring","Season","PNG","0","1","OPK","32","[]","[[27.848, None]]","[]","[[13.785]]","[[28.515, 'MID_LANE'], [28.825, 'TOP_LANE'], [29.193, 'BOT_LANE']]","[[13.774, None], [21.547, None]]","[[26.053]]","[[19.021]]","brTT RX","Graves","SirT","Zac","Kami","Gangplank","The Foxz","Ezreal","Picoca","Trundle","SkyBart","Riven","Zuao","RekSai","Goku","Corki","Theusma","Lucian","Professor","Janna","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1210269?gameHash=45d87330db5945a0"
"CBLoL","2016","Spring","Season","OPK","1","0","PNG","28","[[23.338, 'BOT_LANE'], [27.263, 'MID_LANE']]","[[23.938, None]]","[[25.162]]","[[10.176], [17.232]]","[]","[[9.479, None], [17.289, None]]","[]","[]","SkyBart","Lissandra","Zuao","Elise","Goku","Zed","Theusma","Lucian","Professor","Alistar","brTT RX","Kennen","SirT","Nidalee","Kami","Corki","The Foxz","Caitlyn","Picoca","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220221?gameHash=d277c9ce39f1fd19"
"CBLoL","2016","Spring","Season","g3x","0","1","ITZ","45","[]","[[29.632, None]]","[]","[]","[[43.928, 'TOP_LANE']]","[[8.635, None], [43.506, None], [15.858, None], [36.582, None], [22.313, None]]","[[41.754]]","[]","Zantins","Lissandra","Snowlz","Graves","TaeYeon","Ahri","Skyer","Tristana","Alocs","Alistar","Yang","Quinn","Revolta","Elise","tockers","Viktor","micaO","Kalista","Jockster","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220232?gameHash=2ce64593ac057e6e"
"CBLoL","2016","Spring","Season","ITZ","1","0","g3x","23","[[20.076, 'TOP_LANE']]","[]","[]","[[19.083], [12.673]]","[]","[]","[]","[]","Yang","Graves","Revolta","Elise","tockers","Viktor","micaO","Kalista","Jockster","Thresh","Zantins","Quinn","Snowlz","Nidalee","TaeYeon","Leblanc","Skyer","Tristana","Alocs","TahmKench","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1210278?gameHash=ec12ab35a8d25f54"
"CBLoL","2016","Spring","Season","CNB","0","1","RED","44","[]","[[36.306, None], [30.096, None], [23.867, None]]","[[33.609]]","[[11.87]]","[[42.808, 'MID_LANE']]","[[17.692, None], [11.532, None]]","[[42.371]]","[[17.252]]","Aoshi","Maokai","Nappon","Graves","YoDa SL","Ryze","pbO","Kalista","Wos","Alistar","Ayel","Gnar","Caos","Elise","Brucer","Lissandra","SacyR","Corki","Eryon","Bard","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220260?gameHash=1cf0d415bf68cf59"
"CBLoL","2016","Spring","Season","RED","1","0","CNB","49","[[47.558, 'TOP_LANE']]","[[17.264, None], [10.934, None], [23.549, None]]","[[45.313], [37.805]]","[[13.199], [18.785]]","[[38.361, 'MID_LANE']]","[[36.096, None], [29.884, None], [42.694, None]]","[]","[]","Ayel","Olaf","Caos","Elise","Brucer","Lulu","SacyR","Corki","Eryon","Bard","Aoshi","Poppy","Nappon","Nidalee","YoDa SL","Viktor","pbO","Tristana","Wos","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1210335?gameHash=5cc30c9ffde059b6"
"CBLoL","2016","Spring","Season","VFK","1","0","KBM","44","[[42.867, 'TOP_LANE'], [43.095, 'MID_LANE'], [42.93, 'BOT_LANE']]","[[26.501, None], [19.788, None], [39.292, None]]","[[40.389]]","[[17.752], [11.907]]","[]","[[11.693, None], [33.031, None]]","[[32.365]]","[]","Robo","Ryze","Turtle","RekSai","takeshi","Zed","esA","Corki","Baiano","Braum","LEP","Riven","Minerva","Elise","tinowns","Leblanc","Matsukaze","Kalista","Ziriguidun","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220289?gameHash=26311024fcfab37d"
"CBLoL","2016","Spring","Season","KBM","1","0","VFK","47","[[41.251, 'MID_LANE']]","[[32.118, None]]","[[26.856], [35.608]]","[]","[[45.48, 'BOT_LANE'], [43.805, 'TOP_LANE'], [40.02, 'BOT_LANE']]","[[19.498, None], [12.819, None], [39.127, None], [25.957, None]]","[[43.285]]","[[16.609], [11.35]]","LEP","Jax","Minerva","Elise","tinowns","Lulu","Matsukaze","Kalista","Ziriguidun","Poppy","Robo","Fiora","Turtle","RekSai","takeshi","Lux","esA","Lucian","Baiano","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1220290?gameHash=d2d6c81d8953e169"
"CBLoL","2016","Spring","Season","PNG","1","0","CNB","50","[[48.284, 'MID_LANE'], [46.366, 'BOT_LANE'], [48.335, 'TOP_LANE']]","[[47.745, None], [21.577, None], [8.362, None], [41.582, None], [15.355, None]]","[[43.633]]","[[10.636], [16.057]]","[]","[[34.85, None], [28.564, None]]","[]","[]","Leko","Poppy","SirT","Nidalee","Kami","Leblanc","brTT RX","Caitlyn","Picoca","Janna","Aoshi","Shen","Nappon","Udyr","YoDa SL","Zilean","pbO","Lucian","Wos","Morgana","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1230266?gameHash=1795741cdfd0df18"
"CBLoL","2016","Spring","Season","CNB","0","1","PNG","42","[]","[]","[]","[]","[[40.301, 'MID_LANE'], [40.769, 'BOT_LANE']]","[[39.813, None], [27.324, None], [33.706, None], [13.843, None], [20.192, None]]","[[38.337], [30.364]]","[[11.986], [17.461]]","Aoshi","Ryze","Nappon","RekSai","YoDa SL","Viktor","pbO","Ezreal","Wos","Janna","Leko","Poppy","SirT","Nidalee","Kami","Syndra","brTT RX","Lucian","Picoca","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1230279?gameHash=86299d5fe00d08de"
"CBLoL","2016","Spring","Season","KBM","1","0","g3x","42","[[38.947, 'MID_LANE'], [39.278, 'TOP_LANE'], [38.855, 'BOT_LANE']]","[[22.988, None], [16.159, None], [36.025, None], [29.293, None], [9.274, None]]","[[36.661]]","[]","[]","[]","[]","[[16.663]]","LEP","Jax","Minerva","RekSai","tinowns","Lulu","Matsukaze","Lucian","Ziriguidun","Bard","Zantins","Fiora","Snowlz","Elise","TaeYeon","Orianna","Skyer","Ezreal","Alocs","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1240272?gameHash=e4a56ecaae67b6a3"
"CBLoL","2016","Spring","Season","g3x","0","1","KBM","32","[]","[]","[]","[]","[[30.569, 'MID_LANE'], [30.629, 'BOT_LANE'], [25.269, 'BOT_LANE'], [30.423, 'TOP_LANE']]","[[24.214, None], [15.148, None]]","[]","[]","Zantins","Gangplank","Snowlz","Nidalee","TaeYeon","Lissandra","Skyer","Ezreal","Alocs","Braum","LEP","Riven","Minerva","Elise","tinowns","Zed","Matsukaze","Corki","Ziriguidun","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1240275?gameHash=60605a71a2f8b148"
"CBLoL","2016","Spring","Season","OPK","0","1","RED","57","[]","[[46.673, None], [31.552, None]]","[[53.711], [30.579], [38.204]]","[[16.161]]","[[48.068, 'MID_LANE'], [56.562, 'BOT_LANE'], [39.313, 'MID_LANE'], [54.512, 'MID_LANE']]","[[19.056, None], [10.242, None], [40.103, None], [53.377, None], [25.404, None]]","[[45.565]]","[]","SkyBart","Fiora","Zuao","RekSai","Goku","Corki","Theusma","Lucian","Professor","Braum","Ayel","Malphite","Caos","Quinn","Brucer","Leblanc","SacyR","Caitlyn","Eryon","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1240288?gameHash=b026b61848460455"
"CBLoL","2016","Spring","Season","RED","1","0","OPK","38","[[37.36, 'BOT_LANE'], [18.335, 'MID_LANE']]","[[25.986, None], [32.221, None], [6.325, None], [19.723, None]]","[[30.118]]","[[14.309]]","[]","[[13.308, None]]","[]","[[6.356]]","Ayel","Malphite","Caos","Nocturne","Brucer","Lissandra","SacyR","Corki","Eryon","Alistar","SkyBart","Gnar","Zuao","RekSai","Goku","Lux","Theusma","Lucian","Professor","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1240291?gameHash=e5dec09040c7d048"
"CBLoL","2016","Spring","Season","VFK","0","1","ITZ","29","[]","[[10.949, None]]","[]","[]","[[27.724, 'MID_LANE']]","[[17.759, None], [24.082, None]]","[]","[]","Robo","Gangplank","Turtle","Nidalee","takeshi","Lulu","esA","Lucian","Verfix","Braum","Yang","Quinn","Revolta","Elise","tockers","TwistedFate","micaO","Kalista","Jockster","Bard","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1230346?gameHash=c8fe140231240cb1"
"CBLoL","2016","Spring","Season","ITZ","1","0","VFK","48","[[30.629, 'MID_LANE'], [32.476, 'BOT_LANE'], [46.798, 'MID_LANE']]","[[15.624, None], [29.541, None], [23.18, None]]","[[41.921], [30.995], [22.475]]","[[16.749]]","[[40.481, 'TOP_LANE']]","[[35.766, None], [42.369, None]]","[]","[]","Yang","Ryze","Revolta","Kindred","tockers","Viktor","micaO","Kalista","Jockster","Braum","Robo","Fiora","Turtle","Elise","takeshi","Ahri","esA","Caitlyn","Verfix","Bard","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1230347?gameHash=c15120b76d7b6f12"
"CBLoL","2016","Spring","Season","CNB","0","1","ITZ","40","[]","[[37.23, None], [27.667, None]]","[]","[]","[[38.028, 'BOT_LANE'], [31.882, 'BOT_LANE']]","[[20.87, None], [14.383, None]]","[[26.397]]","[[16.702]]","Aoshi","Lissandra","Nappon","Elise","Vash","Gangplank","pbO","KogMaw","Wos","Thresh","Yang","Lulu","Revolta","RekSai","tockers","Zed","micaO","Lucian","Jockster","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1250071?gameHash=fb6f5d6f640cd0ef"
"CBLoL","2016","Spring","Season","ITZ","0","1","CNB","58","[]","[[18.587, None], [53.768, None], [31.053, None], [44.145, None]]","[[41.001]]","[]","[[36.93, 'BOT_LANE'], [57.449, 'MID_LANE'], [46.687, 'TOP_LANE']]","[[24.751, None], [37.452, None]]","[]","[]","Yang","Quinn","Revolta","Elise","tockers","Zilean","micaO","KogMaw","Jockster","Janna","Aoshi","Malphite","Nappon","RekSai","Vash","Lulu","pbO","Jinx","Wos","Morgana","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1260092?gameHash=c3e1a58dabe411f4"
"CBLoL","2016","Spring","Season","OPK","1","0","KBM","61","[[49.301, 'MID_LANE'], [49.525, 'BOT_LANE'], [60.159, 'MID_LANE']]","[[42.72, None], [27.978, None], [57.375, None], [34.807, None]]","[[30.306]]","[[14.227], [19.428]]","[[54.717, 'MID_LANE']]","[[51.104, None], [21.732, None]]","[[50.737], [41.53]]","[]","SkyBart","Poppy","Zuao","Gragas","Goku","Zilean","Theusma","Lucian","Professor","Braum","LEP","Gangplank","Minerva","Nidalee","tinowns","Syndra","Matsukaze","Caitlyn","Ziriguidun","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1260110?gameHash=8f16a34eacdfd4ee"
"CBLoL","2016","Spring","Season","KBM","1","0","OPK","32","[[29.318, 'MID_LANE'], [31.591, 'BOT_LANE'], [29.41, 'TOP_LANE']]","[[26.595, None], [13.155, None]]","[]","[[8.882]]","[]","[[19.381, None]]","[]","[[15.999]]","LEP","Fiora","Minerva","Nidalee","tinowns","Zed","Matsukaze","Lucian","Ziriguidun","Bard","SkyBart","Renekton","Zuao","RekSai","Goku","Lulu","Theusma","Caitlyn","Professor","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1250087?gameHash=5a2a763c6728c7d8"
"CBLoL","2016","Spring","Season","RED","0","1","g3x","48","[]","[[32.284, None], [46.436, None]]","[]","[]","[[46.875, 'MID_LANE'], [41.439, 'MID_LANE'], [45.03, 'TOP_LANE']]","[[25.948, None], [38.671, None], [12.987, None], [6.77, None], [19.763, None]]","[[26.584], [42.036]]","[[10.304]]","Ayel","Nautilus","Caos","RekSai","Brucer","Ahri","SacyR","Kalista","Eryon","Braum","Zantins","Malphite","Snowlz","Rumble","TaeYeon","Quinn","Skyer","Corki","Alocs","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1260131?gameHash=bec4be2ad0e96b82"
"CBLoL","2016","Spring","Season","g3x","1","0","RED","40","[[32.021, 'BOT_LANE'], [32.198, 'MID_LANE'], [37.718, 'MID_LANE']]","[[29.452, None], [38.537, None]]","[[28.908]]","[]","[]","[[22.382, None], [13.975, None], [7.53, None]]","[]","[[16.437]]","Zantins","Nautilus","Snowlz","Nidalee","TaeYeon","Quinn","Skyer","KogMaw","Alocs","Braum","Ayel","Malphite","Caos","Gragas","Brucer","Viktor","SacyR","Kalista","Eryon","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1250118?gameHash=ed3143b19bde6215"
"CBLoL","2016","Spring","Season","VFK","1","0","PNG","52","[[35.614, 'MID_LANE'], [50.702, 'MID_LANE'], [43.28, 'MID_LANE']]","[[44.814, None], [23.211, None], [16.949, None]]","[]","[]","[[46.659, 'BOT_LANE']]","[[29.559, None], [36.284, None], [10.039, None]]","[[34.691], [44.795]]","[[13.814]]","Robo","Poppy","Turtle","Elise","takeshi","Lissandra","esA","Lucian","Verfix","Morgana","Mylon","Gnar","SirT","RekSai","Kami","Syndra","brTT RX","Kalista","Picoca","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1250126?gameHash=a3f94ff517974f50"
"CBLoL","2016","Spring","Season","PNG","1","0","VFK","31","[[30.456, 'MID_LANE']]","[[23.38, None], [16.799, None]]","[[22.445]]","[]","[]","[[9.533, None]]","[]","[[19.118]]","Mylon","Nautilus","SirT","Gragas","Kami","Zilean","brTT RX","Caitlyn","Picoca","Thresh","Robo","Poppy","Turtle","Elise","takeshi","Ahri","esA","Kalista","Verfix","Soraka","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1250129?gameHash=35b317554cff17f8"
"CBLoL","2016","Spring","Season","KBM","1","0","ITZ","52","[[48.998, 'TOP_LANE'], [48.28, 'MID_LANE'], [43.877, 'TOP_LANE'], [48.375, 'BOT_LANE'], [40.937, 'MID_LANE'], [40.732, 'BOT_LANE']]","[[33.526, None], [39.625, None], [45.845, None]]","[[37.942]]","[[17.891]]","[]","[[7.309, None], [13.804, None], [27.074, None], [20.756, None]]","[[45.417]]","[]","LEP","Trundle","Minerva","Gragas","tinowns","Leblanc","Matsukaze","KogMaw","Ziriguidun","Janna","Yang","Nautilus","Revolta","Nidalee","tockers","TwistedFate","micaO","Ashe","Jockster","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1260237?gameHash=8682d7b951a4bd87"
"CBLoL","2016","Spring","Season","ITZ","1","0","KBM","43","[[39.733, 'BOT_LANE']]","[[28.15, None], [21.429, None], [14.281, None], [35.453, None]]","[]","[]","[]","[[7.953, None]]","[]","[[6.096]]","Yang","Poppy","Revolta","LeeSin","tockers","Lissandra","micaO","Lucian","Jockster","Alistar","LEP","Shen","Minerva","Gragas","tinowns","Leblanc","Matsukaze","Corki","Ziriguidun","Janna","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1250222?gameHash=5396123ec5726093"
"CBLoL","2016","Spring","Season","VFK","1","0","OPK","34","[[29.471, 'BOT_LANE'], [32.446, 'TOP_LANE'], [27.785, 'MID_LANE']]","[[26.394, None]]","[]","[]","[]","[[12.064, None], [20.073, None]]","[]","[[15.033]]","Robo","Malphite","Turtle","Elise","takeshi","Lissandra","esA","Ezreal","Verfix","Morgana","SkyBart","Poppy","Zuao","RekSai","Goku","Ahri","EzPrince","Lucian","Professor","Bard","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1260253?gameHash=c88a798462dba8e0"
"CBLoL","2016","Spring","Season","OPK","0","1","VFK","23","[]","[]","[]","[[15.987]]","[[18.587, 'TOP_LANE'], [15.384, 'MID_LANE'], [20.636, 'MID_LANE'], [20.415, 'BOT_LANE']]","[[9.918, None], [16.503, None]]","[]","[]","SkyBart","Fiora","Zuao","RekSai","Goku","Leblanc","EzPrince","KogMaw","Professor","Morgana","Robo","Poppy","Turtle","Elise","takeshi","Diana","esA","Corki","Verfix","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1260254?gameHash=b41eb4b96009bb5b"
"CBLoL","2016","Spring","Season","PNG","1","0","RED","45","[[30.492, 'TOP_LANE'], [41.011, 'MID_LANE'], [41.132, 'TOP_LANE'], [43.728, 'BOT_LANE']]","[[26.505, None], [34.108, None], [20.222, None], [13.675, None]]","[[41.613]]","[]","[]","[[40.388, None]]","[]","[[13.182]]","Mylon","Graves","SirT","Gragas","Kami","Lux","brTT RX","Ezreal","Picoca","Braum","Ayel","Poppy","Caos","Nidalee","Brucer","TwistedFate","SacyR","Lucian","Eryon","Soraka","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1250256?gameHash=d34f0a58bcec3b97"
"CBLoL","2016","Spring","Season","RED","1","0","PNG","43","[[41.749, 'TOP_LANE']]","[[33.369, None], [26.831, None]]","[[28.837]]","[[14.846]]","[[37.6, 'MID_LANE'], [39.311, 'BOT_LANE']]","[[14.416, None], [39.669, None], [20.608, None]]","[[36.48]]","[]","Ayel","Poppy","Caos","RekSai","Brucer","TwistedFate","SacyR","Lucian","Eryon","Thresh","Mylon","Graves","SirT","Nidalee","Kami","Syndra","brTT RX","Ezreal","Picoca","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1260292?gameHash=0565660d8b72d749"
"CBLoL","2016","Spring","Season","CNB","0","1","g3x","51","[[46.116, 'MID_LANE'], [48.973, 'BOT_LANE'], [43.591, 'BOT_LANE'], [34.663, 'BOT_LANE']]","[[11.606, None], [24.777, None]]","[[43.423]]","[[13.731]]","[[47.408, 'TOP_LANE']]","[[31.312, None], [18.547, None], [37.434, None], [43.961, None]]","[[35.006]]","[]","Aoshi","Fiora","Nappon","Elise","Vash","Varus","pbO","Corki","Wos","Alistar","Zantins","Maokai","Snowlz","Nidalee","TaeYeon","Zed","Skyer","Lucian","Alocs","Poppy","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1260303?gameHash=e623b1636ae7f6d5"
